id,cover,created_at,game_engines,game_modes,genres,keywords,name,parent_game,platforms,player_perspectives,release_dates,screenshots,slug,summary,themes,updated_at,url,websites,checksum,game_type,alternative_names,artworks,external_games,first_release_date,involved_companies,similar_games,storyline,tags,videos,language_supports,collections,age_ratings,aggregated_rating,aggregated_rating_count,hypes,total_rating,total_rating_count,franchises,rating,rating_count,game_localizations,status,game_status,bundles,dlcs,ports,multiplayer_modes,expanded_games,version_parent,version_title,remakes,expansions,remasters,standalone_expansions,franchise,category
367989,489122.0,1758054940,,,[32],,Electro Havoc,,[6],,[814511],"[1641605, 1641606, 1641607, 1641608, 1641609, 1641610, 1641611, 1641612]",electro-havoc,"Electro Havoc: A retro twin-stick shooter set in a neon-charged battleground where you'll face waves of geometric foes. Lure more enemies into debris fields to trigger chain reactions, and grab power-ups to boost your multipliers.",[1],1759372578,https://www.igdb.com/games/electro-havoc,"[872445, 884609, 884610, 884611]",0bd96c0f-60f4-991e-6955-e4cd4583e927,0,,"[202811, 202812]","[2977567, 3105576]",1745020800.0,,"[113895, 105233, 111130, 32902, 119121, 40524, 96217, 106987, 37419, 28309]",,"[1, 268435488]",,"[1392655, 1392656]",,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,
372515,502167.0,1760121046,[982],[1],[13],"[4004, 50104]",Nautic XP,,[6],"[1, 2]",[818278],"[1663365, 1663366, 1663364, 1663369, 1663359, 1663360, 1663361, 1663362, 1663363, 1663370, 1663371, 1663372, 1663373, 1663368, 1663374, 1663375, 1663367]",nautic-xp,"Nautic XP. The ultimate ship simulation! Navigate realistic sceneries with advanced physics, real seamarks, and dynamic weather. Various ships with detailed systems. Realistic navigation & AI ship traffic. Challenging missions: rescue, transport & towing. Set sail now!",[44],1762568786,https://www.igdb.com/games/nautic-xp,"[904840, 904838, 904839, 904841, 890586, 890587, 890588, 890590]",91100c9d-f3f4-ee73-799e-c2b7ad564f43,0,,"[206132, 206133]","[3109414, 3015458]",1761955200.0,,"[19075, 373994, 101573, 374941, 374910, 372861, 17613, 36346, 65827, 112754]",,"[44, 268435469, 536874916, 536921016]","[166532, 166533]","[1429534, 1429535, 1429536, 1404874, 1404875, 1404876]",,,,,1.0,,,,,,,,,,,,,,,,,,,,,
373216,502197.0,1760348211,[1689],[1],[31],"[38148, 40474, 44743, 44888, 50104]",Echoes in the Storm,,[6],[1],[819601],"[1668500, 1668498, 1668499, 1668501, 1668502, 1668505, 1668506, 1668507, 1668508, 1668509, 1668510, 1668511, 1668504, 1668503]",echoes-in-the-storm,Investigate a series of brutal crimes in a remote Arctic town in this psychological horror experience steeped in oppressive atmosphere. Step into the shoes of Detective James Northland and face the terrifying beast threatening to shatter your sanity in this chilling tale of mystery.,"[1, 19, 20, 43]",1761927484,https://www.igdb.com/games/echoes-in-the-storm,"[892972, 904478]",d1cb11b3-9705-3652-75ce-64db6e702cb2,0,[194518],"[207549, 207550]","[3109496, 3023419]",1761177600.0,[355631],"[111130, 25646, 114455, 25311, 27092, 35994, 68271, 26658, 28182, 87622]",,"[1, 19, 268435471, 268435487, 536915655, 536921016]",[166464],"[1410506, 1410507, 1410508, 1410509, 1410512, 1410515, 1410516, 1410510, 1410513, 1410514, 1410511]",,,,,,,,,,,,,,,,,,,,,,,,,,
86151,103281.0,1517606291,,[1],"[8, 12, 31, 33]",,Hotel Transylvania 3: Monsters Overboard,,"[48, 6, 49, 130]",[2],"[249161, 154931, 346160, 420979, 154928]","[215028, 215029]",hotel-transylvania-3-monsters-overboard,"Dracula, Mavis and their monster friends are marooned on the mysterious Lost Islands – and only you, in command of lovable little creatures, the Impa, can save them! Explore the islands, discover new Impa abilities, and rescue Frankenstein, Murray and Wayne from fearsome enemies. But hurry – the Drac-Pack’s lives are at stake!","[1, 27, 35]",1762419065,https://www.igdb.com/games/hotel-transylvania-3-monsters-overboard,"[768289, 768291, 80725, 81664, 349981]",68600ff1-4006-6f69-60cc-e70cfb87a9ac,0,"[84599, 84598, 84590, 84591]",[17128],"[221942, 1270508, 1457525, 1241031, 2701804, 2701822, 2700173, 2086036, 1932322, 1936020, 1937222, 2703631, 2707721, 2710822, 2703630, 2086002, 1275633, 2703680, 2226527, 2719071, 2719072, 2175489, 1195982]",1531180800.0,"[66074, 128345]","[19164, 96217, 24426, 106987, 56033, 89597, 28309, 81183, 80916, 81249]",,"[1, 27, 35, 268435464, 268435468, 268435487, 268435489]",,"[198912, 198913, 198914, 198915, 198916, 198917, 198918, 496709]",,"[22640, 135439, 135438, 135440, 135437, 135436]",,,,,,[1297],,,,,,,,,,,,,,,,,,
376287,503991.0,1762355455,,,,,Way of the Hunter: Christensen Arms Pack,198388.0,"[169, 6, 167]",,"[831244, 831245, 831246]",,way-of-the-hunter-christensen-arms-pack,Way of the Hunter has partnered with Christensen Arms to bring you two iconic hunting rifles.,,1762419040,https://www.igdb.com/games/way-of-the-hunter-christensen-arms-pack,"[911762, 911763, 911764, 911765, 911766]",1696f177-59ea-af54-dde1-7b3be8d45e02,13,,,[3112448],1761004800.0,"[357301, 357302]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194844,213990.0,1648494585,,[1],[9],,Chowder: Rump-A-Thump,,[82],[4],[350413],"[758930, 758931]",chowder-rump-a-thump,"Chowder is helping Mung Daal with three different items, thumpster,cutterfly,and spinzle with his rump(end). There are different foods for you to get for the orders. There are lots of hazards for you to dodge,avoid,and keep away.",[35],1671010976,https://www.igdb.com/games/chowder-rump-a-thump,[486840],57a7dbea-5a94-043a-f17a-ccf26cf065ab,0,,,[2411197],1356912000.0,[166413],"[89132, 95776, 19222, 87507, 41349, 90839, 25905, 362342, 352830, 343498]",,"[35, 268435465]",[65845],,,,,,,,,,,,,,,,,,,,,,,,,,,
340494,451910.0,1744787486,,,[15],,Hunter Hitman,,"[6, 14]",,"[729354, 729355]","[1507873, 1507879, 1507885, 1507889, 1507895]",hunter-hitman--1,Hunt or be hunted. Execute stealth kills and survive in this action-packed assassin game.,[1],1744830316,https://www.igdb.com/games/hunter-hitman--1,[728616],0dd73f81-1ea1-5237-f04c-e617c31d3875,0,,[160677],"[2970077, 3001476]",1735776000.0,,"[95340, 34024, 56967, 34269, 113201, 119156, 118091, 77597, 36553, 113895]",,"[1, 268435471]",,"[1218127, 1218128]",,,,,,,,,,,,,,,,,,,,,,,,,,
274434,343685.0,1698739889,,,,,Merge Games Horror Bundle,,"[169, 49]",,"[536199, 536200]",[1178639],merge-games-horror-bundle,"What do dark Nordic fables, intergalactic cruises and Lovecraftian gore all have in common? Gruesome, gory and ghoulish monsters! Dive into the horror-themed worlds of Bramble: The Mountain King, Morbid: The Seven Acolytes and Slaycation Paradise - if you dare!",,1758338453,https://www.igdb.com/games/merge-games-horror-bundle,,9013bdfc-dc90-c492-2325-c1bea070e078,3,,[121575],"[2857088, 2857108]",1698364800.0,,,,,,,,"[157922, 157924, 157926, 157923, 157925]",,,,,,,,,,,,,,,,,,,,,,,,
130742,127228.0,1582360606,,,,,Flashy Maze,,,,,,flashy-maze,,,1745341127,https://www.igdb.com/games/flashy-maze,[389076],e067b4d1-c600-7abd-4dc0-9e97d9313025,0,,,"[1914612, 1807386]",,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
94975,,1521565054,,,,,Wubble Bubbles,,,,,,wubble-bubbles,,,1670979157,https://www.igdb.com/games/wubble-bubbles,[411516],c8427cf9-da12-1ace-8e82-efae92db8608,0,,,"[1954152, 328985]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147658,174095.0,1621111977,,[1],"[9, 12, 31, 32]",,Escape 2088,,"[48, 6, 49, 130]",,"[448447, 249686, 341019, 409695, 358436]","[447848, 447852, 447850, 447854, 447856]",escape-2088,"Escape2088 is an old-school point & click escape room game with modern 3D graphics! Explore a futuristic environment and use your problem-solving skills to set yourself free! Careful observation of the surroundings will help you discover hidden clues, solve logic puzzles and escape in time!",,1762754178,https://www.igdb.com/games/escape-2088,"[759901, 759902, 190720, 455824]",8369a28f-23c6-5159-05de-5c86df480253,0,,[14171],"[2013687, 2012079, 2669440, 2657553, 2584302, 2661698, 2669600, 2434181, 2598961]",1603238400.0,[133801],"[29348, 96217, 106987, 27266, 26223, 28309, 24426, 113402, 25646, 25222]",,"[268435465, 268435468, 268435487, 268435488]",,"[78562, 78560, 78542, 78543, 78544, 78546, 78548, 78545, 78547, 78550, 78549, 78551, 78552, 78553, 78554, 78558, 78555, 78559, 78556, 78557]",,"[39234, 54603, 119902, 119903, 125279]",,,,,,,,,,,,[332007],,,,,,,,,,,,
325939,427571.0,1734374623,,,[13],,"DCS World: NS 430 Navigation System for SA342 Gazelle by Eagle Dynamics, Polychop Simulations",3769.0,[6],,[677532],[1437408],dcs-world-ns-430-navigation-system-for-sa342-gazelle-by-eagle-dynamics-polychop-simulations,The NS 430 for the SA342 Gazelle module integrates the NS 430 panel directly into the SA342 Gazelle cockpit (not as a pop-up display).,,1757138768,https://www.igdb.com/games/dcs-world-ns-430-navigation-system-for-sa342-gazelle-by-eagle-dynamics-polychop-simulations,"[699247, 699248]",86040e99-5a70-5b00-b874-e3393f904181,13,"[163535, 163536, 163537, 163538, 163539, 163540, 163541]",,[2226517],1643155200.0,[299776],"[101573, 105264, 115738, 17613, 112754, 87485, 100794, 36346, 65827, 76340]",,[268435469],,"[1137251, 1137252, 1137253]",[3416],,,,,,,,,,,,,,,,,,,,,,,,,
363948,483335.0,1756356954,,[1],[32],,SushiCat: Bento,,[6],,[792795],"[1623210, 1623211, 1623212, 1623213, 1623214]",sushicat-bento,"Sushi, cats, and endless combos! Dive into a unique blend of roguelike deckbuilding and strategic tile placement! Fresh, fun, and oh-so-tasty – SushiCat: Bento is here!",,1758827764,https://www.igdb.com/games/sushicat-bento,"[859362, 859363, 859364]",41caeeb0-a4ff-5863-b657-0b007cd26c22,0,,"[190801, 190802]","[2979421, 3093790]",,[340919],"[113895, 17350, 115850, 65827, 111043, 94741, 51591, 36269, 116582, 105233]",,[268435488],,"[1356661, 1356662]",,,,,,,,,,,,,,,,,,,,,,,,,,
127869,186182.0,1577625578,,[1],"[12, 31, 32]",,"Fight,to the last",,[6],,[590145],"[368279, 368278, 368280, 368282, 368283, 368281]",fight-to-the-last,"This is a 2D dungeon rogue shooting game. Players can kill enemies to stick a variety of dropped weapons, free combination, through a variety of different combinations to define their own attack mode.",,1760789285,https://www.igdb.com/games/fight-to-the-last,"[134946, 427249]",897c4595-2ad0-bf09-be33-5b1107811f10,0,,[32385],"[1970624, 1840520]",1579392000.0,,"[29348, 96217, 106987, 113402, 28309, 80916, 30245, 113360, 105269, 109339]",,"[268435468, 268435487, 268435488]",,"[233475, 233472, 233471, 233477]",,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,
260316,328181.0,1691337413,,[1],"[12, 15]",,Banners of Ruin: Iris,133408.0,[6],,[687918],"[1109781, 1109782, 1109783, 1109784]",banners-of-ruin-iris,"Summon spirits that augment your party with the haunted fox, Iris!",,1751979837,https://www.igdb.com/games/banners-of-ruin-iris,"[571360, 571361, 579340]",0b3f4ea4-fc57-8fc7-8e03-682147de96a3,13,,[116837],"[2739152, 2729322]",1693526400.0,,"[19404, 113402, 103232, 119598, 13196, 7615, 77597, 56036, 109339, 111187]",,"[268435468, 268435471]",[97227],"[746019, 746020, 746021, 746026, 746027, 746029, 746031, 746032, 746034, 746036, 746023, 746024, 746025, 746028, 746030, 746033, 746035, 746022, 790012, 790013]",,,,,,,,,,,,,,"[324413, 324501]",,,,,,,,,,,,
371216,494787.0,1759343239,,"[1, 2]","[13, 14, 15]",[1626],Football Manager Touch 2016,19875.0,"[3, 34, 6, 39, 14]",[3],"[814346, 814347, 814348, 814350, 814349]","[1655979, 1655980, 1655981, 1655977, 1655976, 1655978]",football-manager-touch-2016,"Football Manager Touch 2016 is a streamlined football management simulation designed for faster play on tablets and computers. It features over 130 real leagues, cross-save compatibility between devices, and the series’ 3D match engine. New additions include Create-a-Club mode, Prozone match analysis, expanded tactical options, and various unlockables, offering a more accessible alternative to the full Football Manager experience.",,1759347716,https://www.igdb.com/games/football-manager-touch-2016,[884825],ec7ebfb7-ae0d-327d-928c-074547717fcb,11,,,,1448409600.0,"[350871, 350872]",,,,,,[202],,,,,,,,,,,8.0,8.0,,,,,,,,,,,,,
347330,465511.0,1749177558,,[1],[13],,Street Vendor Simulator,,[130],,[751783],"[1550106, 1550109, 1550105, 1550107, 1550108]",street-vendor-simulator,"Buy, sell, and earn big on the city streets by selling water.",,1757007033,https://www.igdb.com/games/street-vendor-simulator,[851987],0748739b-e875-b7d7-3cd4-44dc4cd0bfee,0,,[187642],[3069716],1749254400.0,,"[101573, 105264, 115738, 17613, 112754, 100794, 36346, 65827, 76340, 24620]",,[268435469],,[1282884],,"[212663, 213524]",,,,,,,,,,,,,,,,,,,,,,,,
227130,,1668898263,,,,,Soccer Cup 2022,,,,,,soccer-cup-2022,,,1740507362,https://www.igdb.com/games/soccer-cup-2022,[511646],e4cffd30-572d-eb30-95f4-f2d5a6459f9b,0,,,"[2633088, 2618653]",,,,,,,,,[104162],,,,,,,,,,,,,,,,,,,,,,,,
166457,175634.0,1630684284,[13],[1],"[12, 32, 34]","[78, 101, 358, 1313, 1387, 1697, 1903, 3534]",Doki Doki Anomaly,,[6],[1],[308549],"[601933, 601934, 662334, 662335, 662336]",doki-doki-anomaly,A weird dating-sim where you can fall in love with the monsters from SCP lore. SCP-8008-1 IS A COGNITOHAZARDOUS DATING SIM. Do not run this software without Class-4 Authorization. If you do not know why you are seeing this warning alert your local authorities IMMEDIATELY.,"[19, 21, 44]",1762581289,https://www.igdb.com/games/doki-doki-anomaly,"[217363, 217362, 232362, 467189]",5b97692d-1003-bc6d-1136-2789206f9936,0,[75985],[54371],"[2129241, 2115990, 3006039]",1633478400.0,[259409],"[15830, 102584, 109339, 26574, 24426, 55935, 26145, 89562, 24765, 38045]","Become an SCP Foundation researcher studying SCP-8008, a pair of glasses that lets you fall in love with literally anything!

Try to retain your sanity and survive your encounter with SCP-173 in the prelude to the full game.

---PERFORM EXPERIMENTS ON LIVE SCP SUBJECTS---
SCP-8008: THE NOVELTY GLASSES - A COGNITOHAZARDOUS PIECE OF EYEWEAR THAT ALLOWS THE USER TO FALL IN LOVE WITH LITERALLY ANYTHING.
BECAUSE OF YOUR COGNITIVE RESISTANCE VALUE YOU HAVE RECEIVED CLASS-5 AUTHORIZATION TO TEST THEM ON SCP-173.

[[Talk to 3 different SCP girls in intense visual novel-style dialogue sections. Make decisions that will impact the course of the story.]]

---BEWARE THE HALLUCENTATIONS---
OF THE ORIGINAL FOUR RESEARCHERS YOU ARE THE ONLY SURVIVOR. THE OTHERS WERE KILLED BY AN H2 PENCIL, A DIAMOND NECKLACE, AND A POOL NOODLE RESPECTIVELY.

[[Resist the voices in your head as you play Match-3 games in your dreams. Remember, if you don't get a high enough score, you may never wake up.]]

---YOUR CHOICES DETERMINE YOUR FATE---
THE DECISIONS YOU MAKE IN YOUR CONSCIOUS AND SUBCONSCIOUS HOURS DETERMINE THE BRANCH YOUR STORY TAKES.

[[Choose dialogue options and pick how to play the Match-3 sections to change the outcome of the story.]]","[19, 21, 44, 268435468, 268435488, 268435490, 536870990, 536871013, 536871270, 536872225, 536872299, 536872609, 536872815, 536874446]",[54312],[352271],,,,,2.0,,,,,,,3.0,3.0,,,,,,,,,,,,,
254277,432186.0,1687308522,,[1],"[10, 13, 31, 32]",,Impossible Stunts,,[6],,[689097],"[1077171, 1077172, 1077173, 1077174, 1077175, 1077176, 1077177, 1077178, 1077179, 1077180, 1077181, 1077182, 1077183]",impossible-stunts,Prepare for an adrenaline-pumping experience in this racing game of Impossible Stunts!,[1],1760789419,https://www.igdb.com/games/impossible-stunts,[560186],8f4fa2f3-1b4b-07bf-0cc1-246319a2085a,0,,[110593],"[2716029, 2715922]",1688083200.0,,"[25311, 111130, 35994, 105011, 96217, 29348, 87975, 106987, 37419, 28309]",,"[1, 268435466, 268435469, 268435487, 268435488]",,"[716316, 716317, 718329, 718330, 936531, 936532, 936527, 936519, 936520, 936521, 936522, 936523, 936524, 936525, 936526, 936528, 936529, 936530, 936533, 936534, 936535, 936536, 936537, 936538]",,,,,,,,,,,,,,,,,,,,,,,,,,
197506,328013.0,1649792490,[603],[1],"[5, 31, 32]","[5, 72, 1836]",Deadly Rain,,[6],[1],[515732],"[1134974, 1134975, 1134976, 1134977, 1134978, 1134979, 1134980, 1134981, 1134982, 1134983]",deadly-rain,"Deadly Rain is a survival horror FPS game that puts you in a terrifying fight for survival against hordes of scary mutants in a rainy, abandoned village. Find and manage resources to stay alive in the worst and most unexpected situations.","[1, 19, 21]",1762225122,https://www.igdb.com/games/deadly-rain,"[275929, 579073, 488878, 579069, 579070, 579071, 579072, 581890]",7fa570c5-5041-d0d7-5121-4aface92d08b,0,,[74415],"[2416346, 2414867]",1696550400.0,[229927],"[111130, 26658, 25646, 114455, 105269, 19561, 102584, 13210, 11668, 24765]","The year was 1954, the Soviet totalitarian regime needed a weapon capable of distorting reality and spreading fear and panic to non-state supporters, it was then that the Fear project began. Years later, nuclear power plants were built to infect the skies and spread the hallucinogenic material through the rain, now all that's left is for you to try to survive hell...","[1, 19, 21, 268435461, 268435487, 268435488, 536870917, 536870984, 536871378, 536872748]",[97825],"[458375, 760508, 760509, 760510, 760511, 760512, 760513, 789258, 789259, 789260]",,,,,,,,,,,,,,,,,,,,,,,,,,
164895,173666.0,1628956816,,"[1, 2, 3]","[31, 32]",,Narvas,,[6],[4],[472190],"[592509, 592512, 592515, 592517, 592520, 592504, 592506]",narvas,Take control of Mace in this local co-op side scrolling platform shooter as you travel from assignment to assignment taking on enemy bots and dangerous bosses on different planets.,[1],1757001373,https://www.igdb.com/games/narvas,"[213537, 466263]",9bd80c92-06d9-fd78-f7df-470b70572449,0,,[47919],"[2083792, 2047440]",1662163200.0,"[215063, 215064, 215065]","[111130, 96217, 113895, 106987, 28309, 25646, 87622, 80916, 68271, 30245]",,"[1, 268435487, 268435488]",,"[269047, 269050, 269045, 269049, 269051, 269052, 269053, 269054, 269055, 269056, 269057, 269059, 269058, 269043, 269063, 269064, 269067, 269065, 269066, 269062, 269060, 269061]",,[138420],,,,,,,,,,,,,,,,,,,,,,,,
